CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JD393515,10/09/2020 7:30,046XX S MICHIGAN AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,215,3,04B,1177938,1874249,41.81025796,-87.6228633,"(41.810257961, -87.622863301)"
JD394837,10/09/2020 19:00,056XX W MADISON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,N,N,1513,29,14,1138876,1899460,41.88023747,-87.76552823,"(41.880237469, -87.76552823)"
JE130049,2/01/2021 20:00,026XX N MEADE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2512,30,7,1135287,1916861,41.9280524,-87.77829345,"(41.928052396, -87.778293445)"
JD398081,09/29/2020 11:30:00 PM,007XX E 77TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,624,6,14,1182674,1854122,41.75491889,-87.60611679,"(41.75491889, -87.606116786)"
JD397679,10/09/2020 17:00,013XX E 72ND PL,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,APARTMENT,N,N,324,8,20,1186481,1857200,41.76327606,-87.59206819,"(41.763276058, -87.592068191)"
JD396825,10/09/2020 20:00,055XX N ARTESIAN AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2011,40,6,1158995,1936760,41.98220221,-87.6906264,"(41.982202211, -87.6906264)"
JD394527,10/09/2020 23:00,006XX W HUBBARD ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,1214,27,6,1171727,1903303,41.89012316,-87.64478989,"(41.890123156, -87.644789891)"
JD394139,10/09/2020 17:22,120XX S INDIANA AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,532,9,04A,1179737,1825319,41.67594733,-87.61775724,"(41.675947334, -87.617757237)"
JE189557,4/04/2021 20:00,031XX W WARREN BLVD,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1222,27,15,1155442,1900184,41.88190733,-87.70467979,"(41.881907333, -87.704679793)"
JD394403,10/09/2020 21:53,044XX S HERMITAGE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,924,15,7,1165424,1875167,41.81305178,-87.66873698,"(41.813051776, -87.668736983)"
JE129763,2/01/2021 22:20,067XX S CAMPBELL AVE,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE - GARAGE,N,N,832,17,04B,1160870,1859917,41.77129919,-87.68586256,"(41.771299191, -87.685862558)"
JE129719,2/01/2021 20:45,015XX N KEDZIE AVE,460,BATTERY,SIMPLE,APARTMENT,N,N,1422,26,08B,1154748,1909875,41.90851427,-87.70696837,"(41.908514273, -87.706968373)"
JE128778,2/01/2021 2:25,052XX S WESTERN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,GAS STATION,Y,N,923,15,14,1161260,1869868,41.79859801,-87.68415754,"(41.798598012, -87.684157541)"
JE128873,2/01/2021 5:32,106XX S EBERHART AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,512,9,5,1181461,1834614,41.70141465,-87.61116184,"(41.701414647, -87.611161837)"
JE130131,2/01/2021 16:30,063XX N LAKEWOOD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2433,48,7,1166464,1942306,41.9972635,-87.66299777,"(41.9972635, -87.662997767)"
JE129982,2/01/2021 8:00,001XX W MAPLE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,1824,2,11,1175182,1907599,41.90183483,-87.63197271,"(41.901834826, -87.631972713)"
JE129197,2/01/2021 13:03,051XX W CHICAGO AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,GAS STATION,Y,N,1531,37,18,1141741,1904839,41.89494561,-87.75487498,"(41.894945606, -87.754874977)"
JE130256,2/01/2021 16:00,009XX N CALIFORNIA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,1211,26,14,1157551,1906212,41.89840606,-87.69677135,"(41.898406061, -87.696771345)"
JE131326,2/01/2021 0:00,053XX W POTOMAC AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2532,37,11,1140279,1908133,41.90401166,-87.76016376,"(41.904011657, -87.760163759)"
JE129158,2/01/2021 11:53,013XX S HALSTED ST,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,1232,11,24,1171245,1893909,41.86435597,-87.64683594,"(41.864355965, -87.646835942)"
JE189200,4/04/2021 12:00,001XX N LECLAIRE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,1532,28,08A,1142350,1900735,41.88367245,-87.75274024,"(41.883672448, -87.752740241)"
JE128767,2/01/2021 1:09,039XX N HARLEM AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),Y,N,1632,38,15,1127359,1925455,41.95177251,-87.80723271,"(41.951772506, -87.807232707)"
JE189497,4/04/2021 18:45,040XX W IRVING PARK RD,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1732,45,6,1148903,1926279,41.95364341,-87.72801475,"(41.953643409, -87.72801475)"
JE129064,2/01/2021 10:45,007XX E 87TH PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,ALLEY,N,Y,632,8,26,1182738,1847126,41.73571962,-87.60609893,"(41.73571962, -87.606098926)"
JE128967,2/01/2021 8:50,074XX S SOUTH SHORE DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,334,7,08B,1195822,1856552,41.76127191,-87.5578537,"(41.76127191, -87.557853704)"
JE129864,2/01/2021 23:30,094XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,GAS STATION,N,N,633,9,6,1183219,1842284,41.72242145,-87.60448695,"(41.722421445, -87.604486948)"
JE129101,2/01/2021 10:00,001XX N DESPLAINES ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,121,42,11,1171908,1901062,41.88396972,-87.64419128,"(41.883969722, -87.644191276)"
JE188845,4/04/2021 1:20,054XX S MORGAN ST,031A,ROBBERY,ARMED - HANDGUN,STREET,N,Y,934,20,3,1170566,1868906,41.79576025,-87.65005855,"(41.795760253, -87.65005855)"
JE171432,03/17/2021 12:20:00 PM,038XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,212,3,08B,1178232,1879506,41.82467693,-87.62162525,"(41.824676934, -87.62162525)"
JE129618,2/01/2021 3:00,014XX W 73RD ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,734,17,5,1167634,1856329,41.76131084,-87.66117082,"(41.761310838, -87.661170824)"
JD396615,10/09/2020 0:00,009XX E 75TH ST,930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VACANT LOT / LAND,N,N,323,8,7,1183963,1855484,41.75862636,-87.60135055,"(41.758626359, -87.601350551)"
JE128867,2/01/2021 6:30,015XX W 80TH ST,820,THEFT,$500 AND UNDER,APARTMENT,N,N,612,21,6,1167596,1851683,41.74856239,-87.66144308,"(41.748562394, -87.661443081)"
JE130617,2/01/2021 12:00,044XX S PULASKI RD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,N,N,821,14,11,1150424,1874895,41.81261053,-87.72376507,"(41.812610526, -87.723765071)"
JE128943,2/01/2021 0:01,036XX N HAMLIN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1732,30,11,1150413,1923909,41.94711055,-87.72252589,"(41.947110548, -87.722525888)"
JE129492,2/01/2021 17:06,072XX S WESTERN AVE,460,BATTERY,SIMPLE,AUTO / BOAT / RV DEALERSHIP,N,N,832,18,08B,1161631,1856498,41.76190121,-87.68316772,"(41.76190121, -87.683167718)"
JE121979,01/24/2021 01:11:00 PM,033XX N CLARK ST,650,BURGLARY,HOME INVASION,APARTMENT,Y,N,1924,44,5,1169340,1922489,41.94282282,-87.65299704,"(41.942822815, -87.652997042)"
JE130464,2/01/2021 14:35,007XX E 63RD ST,1570,SEX OFFENSE,PUBLIC INDECENCY,LIBRARY,N,N,312,20,17,1182389,1863404,41.78039622,-87.60687392,"(41.780396221, -87.606873919)"
JE130005,2/01/2021 20:00,056XX S MAY ST,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,712,16,6,1169615,1867359,41.7915358,-87.65359076,"(41.791535799, -87.653590761)"
JE129391,2/01/2021 3:30,060XX S HARPER AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,Y,314,5,2,1187484,1865036,41.78475493,-87.5881432,"(41.784754925, -87.588143196)"
JE171980,03/17/2021 08:00:00 AM,084XX S KINGSTON AVE,820,THEFT,$500 AND UNDER,STREET,N,Y,423,7,6,1194637,1849410,41.74170293,-87.56243127,"(41.741702934, -87.562431265)"
JE129105,2/01/2021 12:00,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,Y,N,1653,41,15,1101811,1934419,41.97676298,-87.90098372,"(41.976762981, -87.900983721)"
JE165928,3/11/2021 13:30,067XX S THROOP ST,820,THEFT,$500 AND UNDER,STREET,N,Y,724,17,6,1168822,1860000,41.77135898,-87.65671087,"(41.771358978, -87.656710867)"
JE223973,5/08/2021 17:00,078XX S LOOMIS BLVD,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,612,17,04A,1168356,1852866,41.75179239,-87.65862418,"(41.751792389, -87.658624175)"
JE188828,4/04/2021 0:59,074XX S ABERDEEN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,N,Y,733,17,08A,1170269,1855586,41.75921504,-87.65153492,"(41.759215044, -87.651534922)"
JE130059,2/01/2021 23:00,052XX S WOODLAWN AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,233,5,7,1185111,1870747,41.80048248,-87.59666406,"(41.800482475, -87.59666406)"
JE129065,2/01/2021 11:07,011XX N HAMLIN AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,STREET,Y,N,1112,27,18,1150842,1907241,41.90136369,-87.72138622,"(41.901363694, -87.72138622)"
JE129379,2/01/2021 15:45,012XX N WELLS ST,460,BATTERY,SIMPLE,STREET,Y,N,1821,2,08B,1174483,1908628,41.90467411,-87.63450941,"(41.904674107, -87.634509412)"
JE128788,2/01/2021 3:03,064XX S DR MARTIN LUTHER KING JR DR,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,N,N,312,20,04B,1180029,1862337,41.77752265,-87.61555865,"(41.777522654, -87.615558647)"
JE129526,2/01/2021 9:00,054XX S WENTWORTH AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,COMMERCIAL / BUSINESS OFFICE,N,N,225,3,11,1175887,1869033,41.79599104,-87.63054249,"(41.795991039, -87.630542489)"
JE129720,2/01/2021 21:03,024XX N KILBOURN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,2521,31,08B,1145974,1916064,41.9256688,-87.73904248,"(41.925668801, -87.739042483)"
JE223180,5/08/2021 0:33,073XX S SACRAMENTO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,835,18,08B,1157643,1855842,41.76018283,-87.69780207,"(41.76018283, -87.697802069)"
JE128945,2/01/2021 1:41,001XX N AUSTIN BLVD,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,1512,29,26,1136356,1900519,41.88318889,-87.77475623,"(41.883188885, -87.774756233)"
JE129331,2/01/2021 14:00,007XX N MAYFIELD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,N,N,1511,29,11,1137020,1904133,41.89309429,-87.77223117,"(41.893094286, -87.772231169)"
JE129773,2/01/2021 22:28,095XX S AVALON AVE,2830,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,N,N,511,8,17,1186214,1841756,41.72090245,-87.59353341,"(41.720902447, -87.593533411)"
JE129164,2/01/2021 12:30,005XX W 43RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,N,Y,925,11,08B,1173224,1876404,41.81627713,-87.6400898,"(41.816277128, -87.640089799)"
JE171979,03/17/2021 09:30:00 PM,026XX E 74TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,334,7,08B,1195009,1856570,41.76134138,-87.56083276,"(41.761341377, -87.560832757)"
JE130121,2/01/2021 18:00,067XX N CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2412,50,7,1156439,1944692,42.00402021,-87.69981092,"(42.004020208, -87.699810921)"
JE130605,2/01/2021 13:23,095XX S AVALON AVE,810,THEFT,OVER $500,RESIDENCE,N,N,511,8,6,1186206,1841993,41.72155299,-87.59355525,"(41.721552991, -87.593555254)"
JE171841,03/17/2021 06:40:00 PM,003XX E 134TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,533,9,08B,1180976,1816543,41.65183633,-87.61349054,"(41.651836328, -87.613490537)"
JE129166,2/01/2021 12:34,078XX S COTTAGE GROVE AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,624,6,08B,1182925,1853129,41.75218817,-87.60522775,"(41.752188169, -87.605227749)"
JE129788,2/01/2021 19:54,047XX S LAKE PARK AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,Y,N,222,4,11,1186364,1873970,41.80929706,-87.59196703,"(41.809297059, -87.591967028)"
JE129794,2/01/2021 23:27,068XX S COTTAGE GROVE AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,N,N,321,20,15,1182736,1859867,41.77068231,-87.60571149,"(41.770682308, -87.605711486)"
JE129180,2/01/2021 12:43,079XX S KEDZIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,Y,Y,835,18,04A,1156427,1851731,41.74892616,-87.70236927,"(41.748926157, -87.70236927)"
JE129809,2/01/2021 23:40,108XX S HOXIE AVE,560,ASSAULT,SIMPLE,APARTMENT,Y,Y,434,10,08A,1195236,1833749,41.69871296,-87.56075153,"(41.698712958, -87.560751533)"
JE129050,2/01/2021 11:00,031XX W FILLMORE ST,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1134,24,18,1155438,1895201,41.86823355,-87.70482847,"(41.868233549, -87.704828466)"
JE189420,4/04/2021 16:12,001XX N MICHIGAN AVE,2028,NARCOTICS,POSSESS - SYNTHETIC DRUGS,STREET,Y,N,114,42,18,1177273,1901473,41.88497762,-87.6244782,"(41.884977615, -87.624478195)"
JE130042,2/01/2021 14:00,031XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,N,N,1934,44,11,1173592,1920773,41.93802038,-87.63742025,"(41.938020384, -87.637420246)"
JE129733,2/01/2021 20:33,098XX S BISHOP FORD EXPY IB,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,VEHICLE NON-COMMERCIAL,Y,N,511,21,11,1178136,1839933,41.71608658,-87.6231762,"(41.716086576, -87.6231762)"
JE130249,2/01/2021 19:00,043XX W MC LEAN AVE,560,ASSAULT,SIMPLE,STREET,N,N,2522,35,08A,1147147,1913271,41.91798215,-87.73480389,"(41.917982152, -87.734803891)"
JE132041,2/01/2021 12:00,006XX W GRACE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1925,46,11,1171093,1925845,41.95199344,-87.64645513,"(41.95199344, -87.646455125)"
JD464424,12/20/2020 12:06:00 PM,051XX N LINCOLN AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,DRUG STORE,Y,N,2031,40,04A,1158555,1934254,41.97533468,-87.69231358,"(41.975334679, -87.692313579)"
JE129274,2/01/2021 13:42,033XX W BELMONT AVE,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,Y,N,1733,35,26,1153744,1921087,41.93930098,-87.71035737,"(41.939300984, -87.710357367)"
JE188978,4/04/2021 6:45,029XX W HARRISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,CHA PARKING LOT / GROUNDS,N,Y,1135,27,08B,1156862,1897226,41.87376163,-87.69954577,"(41.873761627, -87.699545765)"
JE176615,3/07/2021 9:00,030XX S AVERS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,1031,22,11,1151192,1884052,41.83772359,-87.7207085,"(41.837723587, -87.720708504)"
JE189356,4/04/2021 15:46,036XX W GARFIELD SQUARE DR,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,N,Y,1122,27,04B,1152174,1903256,41.89040228,-87.71659884,"(41.890402283, -87.716598837)"
JE129360,2/01/2021 15:33,071XX S MARSHFIELD AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,SIDEWALK,Y,N,735,17,15,1166576,1857447,41.7644014,-87.66501665,"(41.764401401, -87.665016651)"
JE129308,2/01/2021 14:40,081XX W ADDISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1631,38,08B,1121352,1922934,41.94495363,-87.82936943,"(41.944953625, -87.829369427)"
JE129587,2/01/2021 18:35,004XX E 103RD ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SMALL RETAIL STORE,Y,N,511,9,15,1180815,1836761,41.70732114,-87.61346154,"(41.707321141, -87.613461543)"
JE129785,2/01/2021 22:58,057XX N NAGLE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,1612,41,26,1132598,1937755,41.98543506,-87.78768584,"(41.985435056, -87.787685839)"
JD374732,09/21/2020 02:13:00 PM,016XX N KEDZIE AVE,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,SIDEWALK,Y,N,1421,26,26,1154792,1910667,41.91068671,-87.70678549,"(41.910686708, -87.706785486)"
JE129570,2/01/2021 15:30,101XX S CRANDON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,431,7,11,1193499,1838158,41.71085429,-87.56696781,"(41.710854293, -87.566967811)"
JE128831,2/01/2021 4:53,036XX N ASHLAND AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,N,N,1922,44,5,1165009,1924153,41.94748214,-87.66886806,"(41.947482136, -87.668868063)"
JE129619,2/01/2021 0:00,105XX S WABASH AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER (SPECIFY),N,Y,512,9,08A,1178437,1835173,41.70301767,-87.62221776,"(41.703017671, -87.622217763)"
JE129111,2/01/2021 11:41,072XX S CALIFORNIA AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,N,Y,831,18,26,1158957,1856595,41.76222244,-87.69296566,"(41.762222436, -87.692965656)"
JE130973,2/01/2021 3:00,027XX N HAMPDEN CT,820,THEFT,$500 AND UNDER,APARTMENT,N,N,1935,43,6,1172297,1918564,41.93198755,-87.64224504,"(41.93198755, -87.642245035)"
JE129691,2/01/2021 20:00,014XX E 75TH ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,NURSING / RETIREMENT HOME,N,N,324,8,04B,1187300,1855554,41.75873988,-87.58911863,"(41.758739878, -87.589118634)"
JE129973,2/01/2021 18:00,017XX N CICERO AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2533,37,7,1144138,1910955,41.9116839,-87.74591752,"(41.9116839, -87.745917518)"
JE129751,2/01/2021 21:30,053XX W PENSACOLA AVE,460,BATTERY,SIMPLE,STREET,N,N,1624,38,08B,1139878,1928403,41.95964199,-87.76113984,"(41.959641988, -87.761139839)"
JE130602,2/01/2021 14:00,013XX W 13TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,1233,25,08B,1167722,1894186,41.86519265,-87.65976076,"(41.865192653, -87.659760756)"
JD455016,12/10/2020 10:30,055XX W GRAND AVE,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,POLICE FACILITY / VEHICLE PARKING LOT,Y,N,2515,37,26,1138788,1913480,41.91871165,-87.76551063,"(41.918711651, -87.76551063)"
JE188862,4/04/2021 1:38,064XX S DR MARTIN LUTHER KING JR DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,312,20,08B,1180029,1862350,41.77755833,-87.61555825,"(41.777558327, -87.615558249)"
JE129551,2/01/2021 17:30,026XX N CLYBOURN AVE,460,BATTERY,SIMPLE,GROCERY FOOD STORE,N,N,1931,32,08B,1163560,1917417,41.92902888,-87.67438453,"(41.929028876, -87.674384528)"
JE131055,2/01/2021 0:00,061XX S KENWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,314,20,14,1186131,1864480,41.78326129,-87.59312134,"(41.783261286, -87.593121336)"
JE129638,2/01/2021 19:00,019XX S HARDING AVE,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,N,Y,1014,24,04B,1150366,1890159,41.85449809,-87.72358039,"(41.854498094, -87.723580391)"
JE130164,2/01/2021 22:30,003XX N CENTRAL AVE,820,THEFT,$500 AND UNDER,CTA PLATFORM,N,N,1512,29,6,1138977,1901868,41.8868435,-87.76509882,"(41.886843497, -87.765098817)"
JE129382,2/01/2021 15:22,020XX W RASCHER AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2012,40,14,1161785,1936186,41.98056923,-87.68038159,"(41.980569228, -87.680381594)"
JE129576,2/01/2021 18:30,080XX S DANTE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,411,8,08A,1187247,1852032,41.74907644,-87.58942448,"(41.749076435, -87.589424482)"
JE129776,2/01/2021 14:52,070XX W BELDEN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2512,29,08A,1129055,1914294,41.92111664,-87.80125273,"(41.921116642, -87.801252732)"
JE129134,2/01/2021 10:00,096XX S DAMEN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2213,19,11,1164718,1840804,41.71876994,-87.6722953,"(41.718769941, -87.672295301)"
JE171242,03/17/2021 09:20:00 AM,015XX S SAWYER AVE,560,ASSAULT,SIMPLE,STREET,N,N,1022,24,08A,1154947,1892271,41.86020316,-87.70670955,"(41.860203161, -87.706709547)"
JE190404,4/04/2021 12:00,101XX S UNION AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,N,N,2232,34,11,1173429,1837626,41.70986108,-87.64048355,"(41.709861081, -87.640483554)"
JE189137,4/04/2021 10:30,107XX S EGGLESTON AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,N,N,2233,34,04B,1175194,1833638,41.69887828,-87.63413845,"(41.698878276, -87.634138449)"
JE132292,2/01/2021 10:00,049XX W CONCORD PL,820,THEFT,$500 AND UNDER,STREET,N,N,2533,37,6,1142966,1910511,41.91048746,-87.75023423,"(41.910487461, -87.750234225)"
JE129680,2/01/2021 19:32,003XX W GARFIELD BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,711,3,08B,1174678,1868345,41.79413013,-87.63499643,"(41.794130134, -87.634996434)"
JE129456,2/01/2021 16:38,061XX S CARPENTER ST,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,STREET,N,N,712,16,3,1170368,1864018,41.78235134,-87.6509269,"(41.782351338, -87.650926895)"
JE131209,2/01/2021 21:00,036XX N DAMEN AVE,820,THEFT,$500 AND UNDER,STREET,N,N,1921,47,6,1162364,1924325,41.94800997,-87.67858557,"(41.948009969, -87.678585566)"
JE129556,2/01/2021 18:00,055XX W NORTH AVE,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,N,N,2532,37,08A,1139133,1910087,41.9093946,-87.76432576,"(41.909394597, -87.764325755)"
JE128947,2/01/2021 9:05,057XX S CICERO AVE,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,Y,N,813,23,15,1145654,1866253,41.78898704,-87.74147999,"(41.788987036, -87.74147999)"
JE171390,03/17/2021 11:49:00 AM,077XX S YATES BLVD,460,BATTERY,SIMPLE,SIDEWALK,N,N,421,7,08B,1193544,1854037,41.7544266,-87.56628477,"(41.754426604, -87.56628477)"
JE176387,03/15/2021 12:00:00 PM,015XX W 86TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,614,21,14,1167669,1847703,41.73763914,-87.66128948,"(41.737639143, -87.66128948)"
JE129760,2/01/2021 21:50,013XX W 15TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CHA HALLWAY / STAIRWELL / ELEVATOR,N,Y,1233,25,04A,1167637,1892859,41.86155308,-87.66011099,"(41.861553084, -87.660110993)"
JE129931,2/01/2021 20:30,019XX W WABANSIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1434,32,7,1163325,1911334,41.91234168,-87.67541957,"(41.912341681, -87.67541957)"
JE129208,2/01/2021 13:00,050XX N WESTERN AVE,460,BATTERY,SIMPLE,STREET,N,N,2031,40,08B,1159444,1933536,41.97334615,-87.68906427,"(41.973346153, -87.689064271)"
JE129627,2/01/2021 17:35,046XX S DREXEL BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,222,4,08B,1183101,1874456,41.8107073,-87.60391984,"(41.810707298, -87.603919835)"
JD456534,12/11/2020 15:00,040XX W MAYPOLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,Y,N,1114,28,08A,1149214,1901142,41.8846591,-87.72752425,"(41.884659104, -87.727524248)"
JE189035,4/04/2021 9:14,053XX N MULLIGAN AVE,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,TAXICAB,N,N,1622,45,11,1132907,1935154,41.97829227,-87.7866104,"(41.978292265, -87.786610399)"
JE129769,2/01/2021 22:46,004XX E OAKWOOD BLVD,502P,OTHER OFFENSE,FALSE / STOLEN / ALTERED TRP,STREET,N,N,214,3,26,1179759,1878783,41.82265812,-87.61604535,"(41.822658119, -87.616045346)"
JE172150,03/17/2021 09:00:00 PM,042XX W WILCOX ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1115,28,7,1148153,1898999,41.87879896,-87.73147561,"(41.878798956, -87.731475614)"
